Cruciani_1,Cruciani_2,Cruciani_3,Instability_Index,Boman_Index,Hydrophobicity_Eisenberg,Hydrophobic_Moment,Aliphatic_Index,Isoelectric_Point_Lehninger,Charge_pH7.4_Lehninger,Freq_Tiny,Freq_Small,Freq_Aliphatic,Freq_Aromatic,Freq_Non_polar,Freq_Polar,Freq_Charged,Freq_Basic,Freq_Acidic,anomaly
-0.529118,-0.326471,-0.058235,19.670588,-1.047353,0.485,0.36477,143.235294,6.943251,-0.005127,0.235294,0.558824,0.529412,0.088235,0.764706,0.235294,0.058824,0.029412,0.029412,-1
-0.262647,-0.332353,0.298824,43.985294,1.361176,-0.109706,0.841748,89.117647,11.812968,7.990412,0.352941,0.5,0.382353,0.029412,0.588235,0.411765,0.294118,0.264706,0.029412,1
0.035,-0.059706,0.207353,73.197059,4.256176,-0.508529,0.984531,97.647059,12.391426,7.99438,0.176471,0.235294,0.294118,0.058824,0.441176,0.558824,0.470588,0.352941,0.117647,-1
0.4,0.172353,0.628235,295.776471,9.466765,-1.484118,0.710157,31.470588,13.457765,19.995439,0.176471,0.323529,0.147059,0.0,0.205882,0.794118,0.647059,0.617647,0.029412,-1
-0.089706,-0.132941,0.238824,69.397059,3.267353,-0.312941,0.765951,45.882353,9.729929,6.13726,0.382353,0.5,0.176471,0.147059,0.588235,0.411765,0.264706,0.235294,0.029412,1
-0.112647,-0.279118,0.26,11.332353,0.924118,-0.025294,0.50675,83.235294,10.135059,5.562855,0.382353,0.470588,0.264706,0.029412,0.5,0.5,0.294118,0.235294,0.058824,1
0.236765,-0.331471,-0.170294,68.414706,4.302059,-0.462647,0.435188,74.411765,4.10155,-6.143137,0.117647,0.411765,0.235294,0.0,0.352941,0.647059,0.588235,0.205882,0.382353,-1
-0.458529,-0.41,0.270588,13.505882,-0.276471,0.258235,0.470437,86.470588,11.150471,5.029489,0.5,0.617647,0.441176,0.117647,0.735294,0.264706,0.176471,0.176471,0.0,-1
-0.125294,-0.194412,0.16,66.279412,1.754412,-0.12,0.353479,51.470588,8.440035,3.17404,0.323529,0.470588,0.147059,0.147059,0.617647,0.382353,0.323529,0.235294,0.088235,1
-0.315,-0.289706,-0.030294,27.55,-0.552059,0.440588,0.236893,140.588235,3.972251,-1.009216,0.323529,0.470588,0.441176,0.117647,0.647059,0.352941,0.088235,0.029412,0.058824,1
-0.036471,-0.530882,0.169412,30.997059,1.766471,-0.100294,0.590418,20.294118,5.999644,-0.859743,0.617647,0.676471,0.117647,0.0,0.470588,0.529412,0.176471,0.088235,0.088235,-1
-0.238529,-0.09,0.060588,21.661765,0.163235,0.247059,0.479174,91.764706,10.721121,4.987668,0.235294,0.352941,0.323529,0.235294,0.617647,0.382353,0.147059,0.147059,0.0,1
-0.529706,-0.350588,-0.034118,29.702941,-1.182059,0.53,0.306762,143.529412,3.964007,-2.003712,0.352941,0.411765,0.441176,0.088235,0.794118,0.205882,0.117647,0.029412,0.088235,-1
-0.188235,-0.420588,0.039706,47.752941,1.362353,0.070588,0.53007,83.235294,3.806832,-2.43088,0.411765,0.705882,0.294118,0.029412,0.588235,0.411765,0.176471,0.058824,0.117647,1
-0.053235,-0.464706,0.078529,114.891176,1.205294,0.066765,0.298883,40.294118,3.618391,-4.146495,0.588235,0.735294,0.176471,0.088235,0.558824,0.441176,0.147059,0.029412,0.117647,-1
-0.384118,-0.264412,-0.039706,43.594118,-0.895,0.486176,0.337199,163.529412,6.875643,-0.00726,0.264706,0.411765,0.5,0.088235,0.676471,0.323529,0.058824,0.029412,0.029412,1
-0.363529,-0.281176,-0.075588,37.117647,-0.355588,0.435294,0.243082,146.176471,3.749751,-2.005643,0.264706,0.470588,0.441176,0.117647,0.676471,0.323529,0.117647,0.029412,0.088235,1
-0.421765,-0.261176,-0.092941,44.441176,-0.962941,0.520882,0.321496,160.588235,3.972252,-1.007083,0.235294,0.470588,0.529412,0.117647,0.705882,0.294118,0.088235,0.029412,0.058824,1
-0.165294,-0.219412,0.436765,26.432353,2.668235,-0.321471,0.501068,14.705882,10.01881,8.851066,0.588235,0.588235,0.147059,0.117647,0.617647,0.382353,0.294118,0.294118,0.0,-1
-0.298529,-0.200588,0.035294,84.155882,1.198235,0.011765,0.617101,40.0,10.823304,3.989141,0.147059,0.558824,0.117647,0.176471,0.705882,0.294118,0.117647,0.117647,0.0,-1
-0.42,-0.25,-0.094118,37.929412,-0.988824,0.529706,0.321496,163.529412,3.972252,-1.007083,0.235294,0.441176,0.529412,0.117647,0.705882,0.294118,0.088235,0.029412,0.058824,1
0.348824,0.187059,0.688529,284.594118,9.248824,-1.441176,0.698537,34.411765,13.781067,21.071305,0.176471,0.323529,0.176471,0.058824,0.235294,0.764706,0.676471,0.676471,0.0,-1
-0.259412,-0.305,0.170882,7.094118,1.205,0.121176,0.657738,80.294118,10.591829,3.066625,0.352941,0.617647,0.352941,0.205882,0.647059,0.352941,0.205882,0.176471,0.029412,1
-0.283235,-0.278529,0.001471,23.967647,0.333824,0.189118,0.737995,129.117647,9.61569,1.031259,0.176471,0.441176,0.441176,0.088235,0.617647,0.382353,0.294118,0.176471,0.117647,1
-0.408235,-0.271176,-0.102647,28.294118,-0.671176,0.499706,0.312975,163.235294,3.749751,-2.003509,0.235294,0.441176,0.5,0.088235,0.676471,0.323529,0.117647,0.029412,0.088235,-1
-0.091176,-0.004706,0.361471,10.161765,2.273235,-0.329118,0.80749,62.941176,12.821886,14.985992,0.117647,0.294118,0.205882,0.176471,0.470588,0.529412,0.441176,0.441176,0.0,-1
-0.418824,-0.259706,-0.080882,37.929412,-0.923235,0.516176,0.321496,157.941176,3.972252,-1.007083,0.264706,0.441176,0.529412,0.117647,0.705882,0.294118,0.088235,0.029412,0.058824,1
-0.206471,-0.386765,0.125588,29.085294,1.319118,-0.016471,0.330692,37.647059,7.475609,0.137585,0.470588,0.705882,0.205882,0.088235,0.647059,0.352941,0.205882,0.117647,0.088235,1
0.129118,-0.127647,0.105,47.702941,3.595294,-0.480588,0.503259,42.941176,10.609093,5.986362,0.088235,0.352941,0.117647,0.117647,0.441176,0.558824,0.352941,0.264706,0.088235,1
0.037353,-0.066765,0.212647,70.7,4.281765,-0.512647,0.984531,94.705882,12.391426,7.99438,0.176471,0.235294,0.264706,0.058824,0.441176,0.558824,0.470588,0.352941,0.117647,-1
-0.219706,-0.455,0.208529,26.911765,0.907941,0.045,0.191177,34.411765,7.87835,1.213811,0.5,0.676471,0.147059,0.117647,0.647059,0.352941,0.176471,0.147059,0.029412,1
-0.312941,-0.315,-0.007059,52.594118,0.288529,0.212353,0.632071,126.470588,7.7535,0.032,0.205882,0.411765,0.441176,0.058824,0.647059,0.352941,0.264706,0.147059,0.117647,1
-0.395882,-0.373529,0.260882,16.773529,0.471176,0.052353,0.729167,103.529412,10.93586,5.991128,0.382353,0.529412,0.441176,0.029412,0.676471,0.323529,0.294118,0.235294,0.058824,1
0.341471,0.197059,0.649706,288.585294,9.141765,-1.435,0.770135,34.411765,13.457863,20.992598,0.176471,0.323529,0.176471,0.029412,0.264706,0.735294,0.617647,0.617647,0.0,-1
-0.216471,-0.378824,0.188824,20.855882,0.530588,0.092059,0.653744,109.117647,10.081767,3.706707,0.411765,0.529412,0.352941,0.029412,0.558824,0.441176,0.176471,0.147059,0.029412,1
-0.367647,-0.298235,-0.073235,25.797059,-0.385294,0.444118,0.269617,146.176471,3.749751,-2.003509,0.294118,0.470588,0.470588,0.088235,0.647059,0.352941,0.117647,0.029412,0.088235,1
-0.078235,-0.149412,0.13,27.432353,2.555882,-0.222059,0.856036,94.705882,10.955414,4.851335,0.235294,0.294118,0.264706,0.088235,0.529412,0.470588,0.382353,0.264706,0.117647,1
-0.520882,-0.269412,0.013529,12.870588,-1.257941,0.511765,0.423076,194.705882,11.539912,1.994157,0.205882,0.470588,0.588235,0.029412,0.764706,0.235294,0.058824,0.058824,0.0,-1
-0.092353,-0.277941,0.076765,26.305882,1.504706,-0.001471,0.452287,40.294118,6.670724,-0.827485,0.470588,0.558824,0.147059,0.205882,0.617647,0.382353,0.264706,0.147059,0.117647,1
-0.405,-0.285,-0.027647,60.588235,-0.958529,0.525882,0.321496,152.058824,4.260307,-1.006553,0.323529,0.470588,0.5,0.117647,0.676471,0.323529,0.088235,0.029412,0.058824,1
-0.474412,-0.285294,-0.025588,7.855882,-0.649118,0.507647,0.449157,112.058824,3.687377,-1.004746,0.352941,0.5,0.411765,0.147059,0.764706,0.235294,0.088235,0.029412,0.058824,1
-0.384706,-0.271765,-0.035588,50.105882,-0.862353,0.464706,0.341261,163.529412,6.875643,-0.00726,0.264706,0.470588,0.529412,0.088235,0.676471,0.323529,0.058824,0.029412,0.029412,1
-0.502647,-0.309412,-0.002647,36.311765,-0.796471,0.477059,0.424873,132.058824,5.916077,-0.149394,0.352941,0.558824,0.470588,0.117647,0.764706,0.235294,0.058824,0.029412,0.029412,1
-0.439706,-0.159412,-0.018824,15.626471,-0.136471,0.330294,0.742926,114.705882,10.206991,1.99269,0.205882,0.411765,0.382353,0.176471,0.735294,0.264706,0.176471,0.117647,0.058824,1
0.124412,-0.147941,0.177647,86.432353,4.331765,-0.567059,0.678907,51.470588,12.362941,6.890202,0.176471,0.382353,0.147059,0.058824,0.382353,0.617647,0.352941,0.294118,0.058824,1
-0.045294,-0.307059,0.030588,16.567647,1.296176,0.036765,0.347122,51.470588,7.238768,-0.077358,0.294118,0.441176,0.176471,0.205882,0.529412,0.470588,0.235294,0.147059,0.088235,1
-0.007353,-0.139118,0.273235,27.397059,3.202059,-0.371765,0.434726,65.882353,9.619224,6.174251,0.352941,0.441176,0.176471,0.088235,0.529412,0.470588,0.352941,0.294118,0.058824,1
-0.257647,-0.389706,0.222059,-11.335294,0.423529,0.175588,0.557844,111.764706,10.189881,3.707439,0.470588,0.647059,0.382353,0.029412,0.558824,0.441176,0.176471,0.147059,0.029412,1
-0.063824,-0.383824,0.172353,23.720588,2.140882,-0.153824,0.441512,22.941176,7.872912,1.174293,0.441176,0.647059,0.088235,0.117647,0.588235,0.411765,0.205882,0.147059,0.058824,1
-0.024412,-0.457941,0.132059,55.376471,1.757647,-0.028824,0.606195,54.411765,6.93191,-0.25211,0.411765,0.676471,0.176471,0.088235,0.441176,0.558824,0.205882,0.117647,0.088235,1
-0.319412,-0.401471,0.245588,16.205882,0.352059,0.121176,0.608528,77.941176,10.224692,4.704396,0.5,0.588235,0.382353,0.088235,0.647059,0.352941,0.147059,0.147059,0.0,1
-0.060588,-0.147647,0.072647,-1.138235,1.597353,-0.108529,0.458063,45.882353,8.447768,3.137496,0.264706,0.470588,0.117647,0.176471,0.558824,0.441176,0.294118,0.205882,0.088235,1
-0.359118,-0.376471,0.192059,6.267647,-0.148824,0.267059,0.459111,92.352941,10.871906,3.03097,0.5,0.529412,0.411765,0.088235,0.647059,0.352941,0.117647,0.117647,0.0,1
-0.068529,-0.334412,0.145,53.182353,2.306765,-0.15,0.529129,28.823529,7.491885,0.176244,0.470588,0.647059,0.117647,0.117647,0.558824,0.441176,0.294118,0.176471,0.117647,1
-0.304706,-0.330882,-0.037941,69.076471,0.790588,0.195294,0.553952,154.705882,4.089456,-2.145507,0.235294,0.5,0.441176,0.0,0.647059,0.352941,0.235294,0.088235,0.147059,-1
-0.060588,-0.236765,0.234706,28.317647,2.837353,-0.284706,0.615246,54.411765,8.755256,4.134581,0.411765,0.529412,0.147059,0.088235,0.588235,0.411765,0.264706,0.205882,0.058824,1
0.118529,-0.310588,0.037353,29.076471,3.112941,-0.344118,0.478047,31.470588,6.023703,-0.863193,0.294118,0.588235,0.088235,0.088235,0.470588,0.529412,0.411765,0.205882,0.205882,-1
-0.214706,-0.417059,0.000588,42.676471,1.190588,0.085588,0.458957,83.235294,4.306682,-2.108652,0.323529,0.617647,0.264706,0.058824,0.588235,0.411765,0.205882,0.088235,0.117647,1
-0.172941,-0.144412,0.180882,26.158824,1.896765,-0.041765,0.682912,77.352941,8.778599,4.137277,0.411765,0.441176,0.205882,0.147059,0.617647,0.382353,0.205882,0.176471,0.029412,1
-0.381143,-0.126286,0.011429,29.631429,0.018286,0.280571,0.639927,108.571429,10.474452,2.991949,0.2,0.371429,0.342857,0.171429,0.685714,0.314286,0.2,0.142857,0.057143,1
-0.339714,-0.127714,0.001714,24.128571,-0.116286,0.290857,0.57771,111.428571,10.325629,2.991216,0.2,0.314286,0.342857,0.171429,0.657143,0.342857,0.2,0.142857,0.057143,1
0.103143,-0.232,0.068857,61.011429,3.063714,-0.333429,0.521993,30.571429,7.869282,1.136654,0.285714,0.571429,0.085714,0.114286,0.485714,0.514286,0.342857,0.2,0.142857,1
-0.429143,-0.191429,0.012286,18.991429,-0.419714,0.370571,0.639927,111.428571,10.077521,1.991957,0.257143,0.4,0.342857,0.171429,0.714286,0.285714,0.171429,0.114286,0.057143,1
-0.054286,-0.391429,0.039714,44.125714,1.250571,0.021143,0.385809,78.0,5.969829,-2.068162,0.4,0.628571,0.228571,0.085714,0.542857,0.457143,0.2,0.114286,0.085714,1
-0.156286,-0.312286,0.097714,34.954286,1.976857,-0.125143,0.400896,14.0,7.698333,0.853669,0.428571,0.6,0.057143,0.085714,0.628571,0.371429,0.171429,0.114286,0.057143,1
0.042857,-0.314857,0.222857,65.945714,2.774,-0.300857,0.341844,36.0,8.444371,3.175611,0.4,0.571429,0.114286,0.085714,0.457143,0.542857,0.371429,0.257143,0.114286,1
-0.361143,-0.233714,-0.123143,38.422857,-0.393429,0.424286,0.275831,147.428571,4.260309,-1.003687,0.2,0.4,0.428571,0.114286,0.657143,0.342857,0.085714,0.028571,0.057143,1
-0.413714,-0.209429,-0.025714,14.411429,-0.218857,0.337714,0.692552,108.571429,9.588965,0.992135,0.228571,0.428571,0.342857,0.171429,0.714286,0.285714,0.2,0.114286,0.085714,1
-0.002571,-0.314286,0.29,28.202857,2.253714,-0.269143,0.606387,36.285714,8.598333,4.84837,0.457143,0.6,0.114286,0.057143,0.514286,0.485714,0.285714,0.228571,0.057143,1
-0.322571,-0.375429,-0.027714,40.017143,0.764,0.204571,0.544353,97.428571,3.806852,-2.288543,0.314286,0.657143,0.342857,0.057143,0.657143,0.342857,0.171429,0.057143,0.114286,1
0.072,-0.22,0.139714,35.191429,3.287429,-0.412857,0.422118,55.714286,9.127072,3.462587,0.228571,0.4,0.171429,0.028571,0.428571,0.571429,0.428571,0.285714,0.142857,1
-0.248571,-0.401714,0.021714,7.82,0.895714,0.166286,0.567893,100.285714,3.806832,-2.43088,0.4,0.657143,0.314286,0.028571,0.628571,0.371429,0.171429,0.057143,0.114286,1
-0.282286,-0.414286,-0.009143,14.145714,0.83,0.182,0.506987,103.142857,3.594218,-3.430702,0.4,0.657143,0.342857,0.028571,0.657143,0.342857,0.2,0.057143,0.142857,1
-0.352,-0.160571,0.024571,20.317143,-0.108857,0.290286,0.639927,108.571429,10.325629,2.991216,0.228571,0.4,0.342857,0.171429,0.657143,0.342857,0.2,0.142857,0.057143,1
0.072,-0.210571,0.015143,45.617143,2.646571,-0.242286,0.441199,14.0,6.678075,-0.826511,0.314286,0.457143,0.057143,0.2,0.514286,0.485714,0.428571,0.228571,0.2,-1
-0.411143,-0.308857,-0.034,40.208571,-0.922571,0.510286,0.32679,161.714286,3.972252,-1.007083,0.314286,0.485714,0.542857,0.085714,0.685714,0.314286,0.085714,0.028571,0.057143,-1
-0.36,-0.176571,-0.055143,4.194286,-0.496857,0.412857,0.318868,178.0,9.875485,0.993464,0.171429,0.4,0.514286,0.085714,0.685714,0.314286,0.085714,0.057143,0.028571,1
-0.406,-0.151714,-0.031714,17.991429,0.021714,0.287714,0.672148,116.857143,10.075877,1.992127,0.171429,0.4,0.371429,0.171429,0.714286,0.285714,0.228571,0.142857,0.085714,1
0.292,-0.277143,-0.105714,67.448571,3.901714,-0.410286,0.665026,30.571429,4.201993,-3.432203,0.228571,0.4,0.085714,0.085714,0.342857,0.657143,0.371429,0.142857,0.228571,-1
-0.285143,-0.239429,0.220857,35.422857,0.956571,0.001714,0.889713,106.0,11.264685,6.991119,0.257143,0.428571,0.4,0.057143,0.628571,0.371429,0.314286,0.257143,0.057143,1
-0.160571,-0.432,0.232571,-0.894286,0.993143,0.127714,0.459793,69.428571,9.696891,2.744896,0.485714,0.714286,0.257143,0.114286,0.542857,0.457143,0.114286,0.114286,0.0,1
-0.114286,-0.259143,0.454286,48.34,3.242286,-0.388286,0.605046,61.428571,13.262049,11.030172,0.428571,0.514286,0.257143,0.057143,0.485714,0.514286,0.342857,0.342857,0.0,-1
-0.392286,-0.231714,0.028571,51.008571,-0.213429,0.34,0.528256,111.714286,9.899294,1.032588,0.285714,0.457143,0.428571,0.142857,0.714286,0.285714,0.171429,0.114286,0.057143,1
0.273143,0.205429,0.668571,305.525714,8.936857,-1.391714,0.793761,44.571429,13.802254,21.994723,0.171429,0.314286,0.2,0.0,0.285714,0.714286,0.628571,0.628571,0.0,-1
-0.381714,-0.262,-0.072571,47.388571,-0.734857,0.466,0.346274,147.428571,6.943251,-0.005127,0.228571,0.428571,0.428571,0.114286,0.657143,0.342857,0.057143,0.028571,0.028571,1
-0.146286,-0.354286,0.315143,28.988571,2.474857,-0.298571,0.617453,30.571429,8.895121,5.851261,0.457143,0.714286,0.142857,0.028571,0.6,0.4,0.257143,0.228571,0.028571,1
0.041143,-0.325714,0.224,65.945714,2.799143,-0.309429,0.341844,33.142857,8.444371,3.175611,0.4,0.6,0.114286,0.085714,0.457143,0.542857,0.371429,0.257143,0.114286,1
0.507429,-0.133714,-0.036571,109.177143,6.473143,-0.954857,0.540183,11.142857,8.163363,1.464798,0.114286,0.228571,0.028571,0.057143,0.228571,0.771429,0.485714,0.285714,0.2,-1
-0.386857,-0.141429,0.011714,29.631429,-0.249429,0.31,0.639927,108.571429,10.325629,2.991216,0.2,0.371429,0.342857,0.171429,0.685714,0.314286,0.2,0.142857,0.057143,1
-0.014571,-0.259143,0.225429,70.305714,2.164571,-0.079143,0.573177,33.428571,8.164849,2.211733,0.514286,0.571429,0.114286,0.2,0.514286,0.485714,0.2,0.171429,0.028571,1
-0.029429,-0.150571,0.276571,48.482857,3.058571,-0.348,0.50041,66.857143,9.619224,6.174251,0.371429,0.428571,0.171429,0.085714,0.542857,0.457143,0.342857,0.285714,0.057143,1
-0.155714,-0.338857,0.165143,42.951429,1.87,-0.131143,0.482347,14.0,7.954674,1.892616,0.428571,0.628571,0.057143,0.085714,0.6,0.4,0.228571,0.171429,0.057143,1
-0.242,-0.228286,0.211714,31.24,1.322857,-0.045143,0.908341,114.285714,11.677869,6.991322,0.257143,0.428571,0.4,0.057143,0.6,0.4,0.314286,0.257143,0.057143,1
-0.061714,-0.226286,0.102857,20.16,1.795714,-0.074286,0.500352,28.0,7.871563,1.173167,0.428571,0.514286,0.114286,0.228571,0.571429,0.428571,0.314286,0.2,0.114286,1
-0.164857,-0.344857,0.083714,57.308571,1.011429,0.098571,0.498053,39.142857,5.261316,-1.82321,0.514286,0.6,0.142857,0.171429,0.628571,0.371429,0.228571,0.114286,0.114286,1
-0.219429,-0.410857,0.007429,47.377143,1.400857,-0.022,0.257053,5.714286,5.883294,-0.009361,0.257143,0.714286,0.057143,0.057143,0.628571,0.371429,0.0,0.0,0.0,-1
-0.178,-0.303429,0.227429,33.134286,1.025143,-0.030857,0.693829,70.0,10.805214,6.987554,0.371429,0.457143,0.342857,0.114286,0.542857,0.457143,0.257143,0.228571,0.028571,1
-0.217714,-0.289714,0.237143,20.865714,0.884571,-0.006857,0.693829,67.142857,10.805218,7.025841,0.342857,0.457143,0.342857,0.142857,0.571429,0.428571,0.285714,0.257143,0.028571,1
0.086571,-0.191143,0.107429,55.222857,2.142857,-0.204286,0.453481,33.428571,8.157459,2.133407,0.314286,0.514286,0.085714,0.171429,0.514286,0.485714,0.314286,0.2,0.114286,1
-0.352286,-0.266857,0.085714,2.877143,-0.324857,0.306857,0.248947,156.0,10.478383,2.99125,0.285714,0.428571,0.485714,0.057143,0.657143,0.342857,0.142857,0.114286,0.028571,1
0.029429,-0.13,0.312857,43.537143,3.739429,-0.473429,0.434726,52.857143,10.217949,7.214663,0.342857,0.428571,0.142857,0.085714,0.485714,0.514286,0.4,0.342857,0.057143,1
0.493429,-0.139714,-0.070571,108.68,6.050857,-0.875143,0.564235,11.142857,7.703443,0.462673,0.114286,0.228571,0.028571,0.085714,0.257143,0.742857,0.457143,0.257143,0.2,-1
-0.059714,-0.349143,0.235714,16.891429,2.339429,-0.247429,0.672584,30.571429,8.381511,3.85201,0.457143,0.628571,0.085714,0.028571,0.542857,0.457143,0.2,0.171429,0.028571,1
-0.345714,-0.179714,-0.003429,17.891429,-0.077714,0.310857,0.639927,108.571429,10.077521,1.991957,0.228571,0.428571,0.342857,0.171429,0.657143,0.342857,0.171429,0.114286,0.057143,1
-0.002286,-0.365429,0.215143,65.357143,1.617714,-0.102286,0.339318,39.142857,8.163888,2.174221,0.485714,0.6,0.142857,0.114286,0.485714,0.514286,0.228571,0.171429,0.057143,1
-0.106571,-0.262286,0.164,51.082857,1.545714,-0.002857,0.397991,41.714286,7.879742,1.215445,0.485714,0.571429,0.142857,0.2,0.6,0.4,0.228571,0.171429,0.057143,1
-0.138571,-0.201143,0.11,20.142857,1.050286,-0.006857,0.589833,61.428571,10.349321,3.99128,0.257143,0.4,0.228571,0.171429,0.6,0.4,0.342857,0.228571,0.114286,1
-0.153143,-0.385429,0.064857,14.031429,1.520571,0.026571,0.350332,64.0,5.825837,-0.440298,0.342857,0.628571,0.171429,0.114286,0.657143,0.342857,0.114286,0.057143,0.057143,1
-0.302571,-0.168857,0.003143,61.411429,0.08,0.308,0.398611,102.857143,8.14249,0.708757,0.285714,0.4,0.314286,0.171429,0.657143,0.342857,0.142857,0.085714,0.057143,1
-0.298,-0.296857,-0.019143,49.442857,-0.629143,0.433429,0.295297,158.571429,4.260306,-1.008686,0.285714,0.457143,0.457143,0.085714,0.628571,0.371429,0.085714,0.028571,0.057143,1
-0.127714,-0.155429,0.244571,48.331429,2.208286,-0.212286,0.612226,66.857143,9.63803,6.136633,0.342857,0.428571,0.171429,0.085714,0.6,0.4,0.314286,0.257143,0.057143,1
-0.33,-0.198286,-0.029429,1.931429,0.289143,0.307714,0.425191,100.0,9.7469,0.992901,0.228571,0.485714,0.285714,0.2,0.657143,0.342857,0.142857,0.085714,0.057143,1
-0.191714,-0.362,-0.026,56.422857,1.521429,0.029143,0.561641,64.285714,4.062976,-3.147136,0.314286,0.542857,0.257143,0.057143,0.628571,0.371429,0.257143,0.085714,0.171429,1
-0.378286,-0.282857,0.023429,10.194286,0.134571,0.268571,0.706549,94.857143,9.588961,0.991076,0.314286,0.542857,0.371429,0.142857,0.685714,0.314286,0.2,0.114286,0.085714,1
0.018857,-0.114857,0.292286,34.06,3.328857,-0.423143,0.4499,64.0,9.932681,7.211797,0.314286,0.4,0.171429,0.114286,0.514286,0.485714,0.4,0.342857,0.057143,1
-0.424,-0.133143,0.016,10.234286,-0.256,0.343429,0.806495,125.428571,10.474452,2.991949,0.228571,0.342857,0.4,0.171429,0.714286,0.285714,0.2,0.142857,0.057143,1
-0.198,-0.347143,0.152571,36.185714,1.736857,-0.116286,0.452804,14.0,7.952159,1.854329,0.428571,0.657143,0.057143,0.057143,0.628571,0.371429,0.2,0.142857,0.057143,1
-0.475429,-0.26,0.026,31.074286,-0.626857,0.408571,0.472285,144.857143,8.839567,0.851127,0.314286,0.485714,0.457143,0.085714,0.771429,0.228571,0.085714,0.057143,0.028571,1
-0.007143,-0.312286,0.211429,52.245714,1.589143,-0.118857,0.307229,33.428571,8.442049,3.17348,0.428571,0.571429,0.114286,0.142857,0.514286,0.485714,0.257143,0.2,0.057143,1
-0.097714,-0.366857,-0.034571,-10.048571,1.292286,0.132286,0.355181,75.142857,3.803968,-3.250248,0.342857,0.628571,0.228571,0.114286,0.542857,0.457143,0.171429,0.057143,0.114286,1
0.018286,-0.213714,0.057714,45.617143,2.370571,-0.202857,0.441199,14.0,7.489833,0.173312,0.342857,0.457143,0.057143,0.2,0.542857,0.457143,0.4,0.228571,0.171429,-1
-0.135714,-0.094286,0.231143,35.168571,2.215429,-0.166857,0.626843,72.285714,10.098673,7.137188,0.342857,0.428571,0.2,0.142857,0.571429,0.428571,0.285714,0.257143,0.028571,1
-0.428,-0.189143,0.010571,18.991429,-0.419714,0.361429,0.639294,111.428571,10.077521,1.991957,0.257143,0.4,0.342857,0.171429,0.714286,0.285714,0.171429,0.114286,0.057143,1
-0.376857,-0.204286,-0.023429,13.311429,-0.094857,0.318857,0.692552,108.571429,9.588965,0.992135,0.228571,0.428571,0.342857,0.171429,0.685714,0.314286,0.2,0.114286,0.085714,1
-0.328286,-0.228,-0.107714,27.417143,-0.268286,0.379429,0.26363,147.428571,4.392069,-1.006384,0.2,0.4,0.428571,0.114286,0.657143,0.342857,0.142857,0.057143,0.085714,1
-0.430857,-0.202286,0.013429,18.991429,-0.394571,0.362,0.639927,108.571429,10.077521,1.991957,0.257143,0.428571,0.342857,0.171429,0.714286,0.285714,0.171429,0.114286,0.057143,1
-0.341143,-0.126571,0.027143,18.897143,0.119714,0.284571,0.722946,114.285714,10.474452,2.991419,0.228571,0.342857,0.342857,0.171429,0.657143,0.342857,0.2,0.142857,0.057143,1
-0.073143,-0.395143,0.205429,16.76,2.030286,-0.146,0.310708,50.285714,8.153197,1.45837,0.457143,0.6,0.228571,0.085714,0.542857,0.457143,0.314286,0.2,0.114286,1
-0.588286,-0.214286,-0.118857,12.211429,-1.546,0.572286,0.35875,178.285714,3.972251,-1.008484,0.2,0.371429,0.571429,0.114286,0.857143,0.142857,0.085714,0.028571,0.057143,-1
0.069143,-0.24,0.020571,42.954286,2.882286,-0.276857,0.545924,38.857143,7.475523,0.137395,0.257143,0.6,0.114286,0.114286,0.514286,0.485714,0.314286,0.171429,0.142857,1
-0.066857,-0.348857,0.237143,10.525714,1.988857,-0.182571,0.420158,47.428571,8.165187,2.887575,0.457143,0.6,0.171429,0.085714,0.571429,0.428571,0.314286,0.228571,0.085714,1
-0.283429,-0.173714,0.088,62.788571,0.764286,0.157714,0.665954,139.142857,10.085994,2.925517,0.228571,0.4,0.457143,0.142857,0.657143,0.342857,0.257143,0.2,0.057143,1
-0.120857,-0.341714,0.013714,49.991429,1.804,-0.086571,0.357333,50.0,4.554295,-2.147604,0.342857,0.657143,0.142857,0.085714,0.628571,0.371429,0.257143,0.114286,0.142857,1
-0.542,-0.291714,-0.154571,38.877143,-1.303429,0.616857,0.199848,144.857143,2.745404,-4.005457,0.257143,0.457143,0.457143,0.142857,0.8,0.2,0.114286,0.0,0.114286,-1
-0.471714,-0.270571,-0.070857,63.708571,-0.671429,0.468286,0.351589,136.571429,3.972252,-1.00635,0.257143,0.514286,0.485714,0.114286,0.742857,0.257143,0.085714,0.028571,0.057143,1
-0.104,-0.172857,0.091714,10.345714,1.135714,-0.008571,0.615209,61.428571,10.222444,3.988617,0.228571,0.4,0.228571,0.2,0.6,0.4,0.342857,0.228571,0.114286,1
-0.314571,-0.299143,0.209143,14.702857,0.118857,0.130571,0.701216,111.714286,10.723359,5.988295,0.342857,0.457143,0.428571,0.057143,0.628571,0.371429,0.228571,0.2,0.028571,1
-0.697143,-0.290857,0.126,21.865714,-1.458,0.563429,0.376292,150.571429,11.441099,2.992015,0.371429,0.457143,0.514286,0.085714,0.885714,0.114286,0.085714,0.085714,0.0,-1
-0.451714,-0.263143,-0.078286,56.011429,-1.198,0.558571,0.392317,164.285714,4.260307,-1.006553,0.257143,0.457143,0.542857,0.114286,0.714286,0.285714,0.085714,0.028571,0.057143,1
